class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
Edible,Flat,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Yellow,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Brown,Several,Leaves
Poisonous,Knobbed,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood
Edible,Convex,Smooth,Green,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Silky,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Knobbed,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood
Edible,Flat,Scaly,Cinnamon,Bruises,None,Free,Close,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Several,Paths
Edible,Bell,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Brown,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Brown,Several,Leaves
Poisonous,Knobbed,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Knobbed,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Edible,Bell,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,Gray,Enlarging,?,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Knobbed,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths
Edible,Bell,Fibrous,White,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Silky,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Knobbed,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Edible,Convex,Smooth,White,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Knobbed,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Knobbed,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood
Edible,Convex,Smooth,White,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Silky,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Poisonous,Knobbed,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Edible,Knobbed,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Orange,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Orange,Several,Leaves
Edible,Knobbed,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Orange,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Brown,Several,Leaves
Poisonous,Knobbed,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Knobbed,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Edible,Knobbed,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Yellow,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Brown,Clustered,Leaves
Poisonous,Knobbed,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Edible,Knobbed,Fibrous,White,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Edible,Bell,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Orange,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Brown,Several,Leaves
Poisonous,Knobbed,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Wood
Edible,Flat,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Yellow,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Buff,Several,Leaves
Edible,Flat,Scaly,Brown,No Bruises,None,Free,Close,Broad,White,Enlarging,Bulbous,Scaly,Scaly,Brown,Brown,Partial,White,Two,Pendant,White,Solitary,Paths
Poisonous,Knobbed,Scaly,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Edible,Flat,Smooth,Green,Bruises,None,Free,Close,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Solitary,Paths
Edible,Convex,Smooth,Pink,Bruises,None,Free,Close,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Several,Paths
Poisonous,c,Scaly,Yellow,No Bruises,None,Free,Crowded,Narrow,White,Enlarging,Club,Scaly,Scaly,Yellow,Yellow,Partial,Yellow,One,Evanescent,White,Clustered,Leaves
Poisonous,Knobbed,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Scaly,Red,No Bruises,Musty,Attached,Close,Broad,Yellow,Enlarging,Club,Silky,Scaly,Cinnamon,Cinnamon,Partial,White,None,None,White,Clustered,Wood
Edible,Bell,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Yellow,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Orange,Several,Leaves
Poisonous,Knobbed,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Edible,Convex,Smooth,White,No Bruises,None,Free,Crowded,Broad,Gray,Enlarging,?,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Convex,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Convex,Scaly,Cinnamon,No Bruises,Musty,Free,Close,Broad,White,Enlarging,Club,Silky,Scaly,Cinnamon,Cinnamon,Partial,White,None,None,White,Clustered,Wood
Poisonous,Flat,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Edible,Knobbed,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Orange,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Buff,Clustered,Leaves
Edible,Bell,Scaly,Brown,No Bruises,None,Free,Close,Broad,White,Enlarging,Bulbous,Scaly,Scaly,Brown,Brown,Partial,White,Two,Pendant,White,Solitary,Wood
Poisonous,Flat,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Edible,Bell,Smooth,Green,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Silky,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Edible,Convex,Scaly,Brown,Bruises,None,Free,Close,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Several,Paths
Poisonous,Flat,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Edible,Knobbed,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Orange,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Clustered,Leaves
Edible,Bell,Fibrous,White,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Silky,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Edible,Convex,Fibrous,White,No Bruises,None,Free,Crowded,Broad,Gray,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Poisonous,Knobbed,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Convex,Scaly,Brown,No Bruises,Musty,Attached,Close,Broad,Yellow,Enlarging,Club,Silky,Scaly,Cinnamon,Cinnamon,Partial,White,None,None,White,Clustered,Wood
Poisonous,Knobbed,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Edible,Convex,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Orange,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Buff,Clustered,Leaves
Poisonous,Knobbed,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Convex,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Knobbed,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Knobbed,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Knobbed,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood
Edible,Bell,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Edible,Knobbed,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Orange,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Several,Leaves
Poisonous,Knobbed,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Scaly,Yellow,No Bruises,None,Free,Crowded,Narrow,White,Enlarging,Club,Scaly,Scaly,Yellow,Yellow,Partial,Yellow,One,Evanescent,White,Clustered,Leaves
Edible,Knobbed,Smooth,White,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Silky,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Edible,Convex,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Brown,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Yellow,Clustered,Leaves
Poisonous,Knobbed,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Edible,Knobbed,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Edible,Knobbed,Fibrous,White,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Edible,Flat,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Orange,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Buff,Clustered,Leaves
Edible,Convex,Smooth,White,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Silky,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Edible,Bell,Smooth,Green,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Silky,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Edible,Convex,Fibrous,White,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Edible,Knobbed,Fibrous,White,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Silky,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Poisonous,Knobbed,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Wood
Edible,Knobbed,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Edible,Convex,Smooth,White,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Knobbed,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Edible,Bell,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Yellow,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Brown,Several,Leaves
Poisonous,Knobbed,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths
Edible,Convex,Smooth,Green,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Edible,Convex,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Orange,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Yellow,Several,Leaves
Edible,Bell,Smooth,White,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Silky,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Poisonous,Knobbed,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Edible,Convex,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Yellow,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Brown,Several,Leaves
Poisonous,Knobbed,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Edible,Bell,Fibrous,White,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Knobbed,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Wood
Edible,Bell,Smooth,Green,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Knobbed,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Convex,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Edible,Convex,Smooth,White,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Edible,Convex,Smooth,White,No Bruises,None,Free,Crowded,Broad,Gray,Enlarging,?,Silky,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Knobbed,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Edible,Knobbed,Smooth,Brown,No Bruises,None,Free,Close,Broad,White,Enlarging,Bulbous,Scaly,Scaly,Brown,Brown,Partial,White,Two,Pendant,White,Solitary,Wood
Poisonous,Knobbed,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Edible,Bell,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Yellow,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Orange,Several,Leaves
Edible,Bell,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Poisonous,Knobbed,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Knobbed,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Poisonous,Flat,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Flat,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Wood
Edible,Flat,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Orange,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Yellow,Clustered,Leaves
Poisonous,Knobbed,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood
Edible,Knobbed,Smooth,White,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Edible,Bell,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Yellow,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Buff,Clustered,Leaves
Poisonous,Knobbed,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Poisonous,Knobbed,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood
Edible,Knobbed,Smooth,White,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Poisonous,Knobbed,Scaly,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Edible,Convex,Smooth,White,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Poisonous,Knobbed,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Knobbed,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood
Poisonous,Flat,Scaly,Cinnamon,No Bruises,Musty,Attached,Close,Broad,White,Enlarging,Club,Silky,Scaly,Cinnamon,Cinnamon,Partial,White,None,None,White,Clustered,Wood
Poisonous,Convex,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Wood
Edible,Knobbed,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Silky,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
